slug,farmaco_slug,doenca_slug,tipo_interacao,severidade,motivo_pt,motivo_en,conselho_pt,conselho_en,fonte_pt,fonte_en,estado
bumetanida_encefalopatia_hepatica,bumetanida,encefalopatia_hepatica,contraindication,critical,"A bumetanida está contraindicada em doentes com encefalopatia hepática, pois a depleção de potássio pode precipitar o coma hepático.",Bumetanide is contraindicated in hepatic encephalopathy because potassium depletion may precipitate hepatic coma.,Não usar em doentes com encefalopatia hepática.,Do not use in patients with hepatic encephalopathy.,EMC-UK (MHRA) — SmPC aprovada Bumetanida: https://www.medicines.org.uk/emc/product/13372/smpc,EMC-UK (MHRA) — approved Bumetanide SmPC: https://www.medicines.org.uk/emc/product/13372/smpc,publicado
indapamida_anuria,indapamida,anuria,contraindication,critical,"A indapamida está contraindicada em doentes com anúria, pelo risco de acumulação do fármaco e ineficácia do efeito diurético.",Indapamide is contraindicated in anuria because of the risk of drug accumulation and ineffective diuresis.,Não usar em doentes com anúria.,Do not use in patients with anuria.,EMC-UK (MHRA) — SmPC aprovada Indapamida: https://www.medicines.org.uk/emc/product/6223/smpc,EMC-UK (MHRA) — approved Indapamide SmPC: https://www.medicines.org.uk/emc/product/6223/smpc,publicado
acetazolamida_cirrose_hepatica,acetazolamida,cirrose_hepatica,contraindication,critical,"A acetazolamida está contraindicada em doentes com cirrose hepática, pois pode precipitar encefalopatia hepática.",Acetazolamide is contraindicated in hepatic cirrhosis because it may precipitate hepatic encephalopathy.,Não usar em doentes com cirrose hepática.,Do not use in patients with hepatic cirrhosis.,EMC-UK (MHRA) — SmPC aprovada Acetazolamida: https://www.medicines.org.uk/emc/product/100949/smpc,EMC-UK (MHRA) — approved Acetazolamide SmPC: https://www.medicines.org.uk/emc/product/100949/smpc,publicado
ramipril_angioedema_previo,ramipril,angioedema_previo,contraindication,critical,"O ramipril está contraindicado em doentes com antecedentes de angioedema associado a IECA ou angioedema hereditário/idiopático, pelo risco de recorrência grave.",Ramipril is contraindicated in previous ACE-inhibitor-associated angioedema or hereditary/idiopathic angioedema because of the risk of severe recurrence.,Não usar em doentes com antecedentes de angioedema; usar alternativa de outra classe.,Do not use in patients with a history of angioedema; use an alternative class.,EMC-UK (MHRA) — SmPC aprovada Ramipril: https://www.medicines.org.uk/emc/product/8067/smpc,EMC-UK (MHRA) — approved Ramipril SmPC: https://www.medicines.org.uk/emc/product/8067/smpc,publicado
ramipril_estenose_arteria_renal,ramipril,estenose_arteria_renal,contraindication,critical,"O ramipril está contraindicado em estenose bilateral das artérias renais (ou estenose em rim único funcionante), pelo risco de insuficiência renal aguda.",Ramipril is contraindicated in bilateral renal artery stenosis (or stenosis in a single functioning kidney) because of the risk of acute renal failure.,Não usar; avaliar a função renal e a etiologia da hipertensão antes de iniciar um IECA.,Do not use; assess renal function and the cause of hypertension before starting an ACE inhibitor.,EMC-UK (MHRA) — SmPC aprovada Ramipril: https://www.medicines.org.uk/emc/product/8067/smpc,EMC-UK (MHRA) — approved Ramipril SmPC: https://www.medicines.org.uk/emc/product/8067/smpc,publicado
valsartana_angioedema_previo,valsartana,angioedema_previo,contraindication,critical,A valsartana está contraindicada em doentes com antecedentes de angioedema associado a ARA II ou angioedema hereditário.,Valsartan is contraindicated in previous ARB-associated angioedema or hereditary angioedema.,Não usar em doentes com antecedentes de angioedema.,Do not use in patients with a history of angioedema.,EMC-UK (MHRA) — SmPC aprovada Valsartana: https://www.medicines.org.uk/emc/product/14212/smpc,EMC-UK (MHRA) — approved Valsartan SmPC: https://www.medicines.org.uk/emc/product/14212/smpc,publicado
valsartana_estenose_arteria_renal,valsartana,estenose_arteria_renal,contraindication,critical,"A valsartana está contraindicada em estenose bilateral das artérias renais (ou estenose em rim único funcionante), pelo risco de insuficiência renal aguda.",Valsartan is contraindicated in bilateral renal artery stenosis (or stenosis in a single functioning kidney) because of the risk of acute renal failure.,Não usar; avaliar a função renal antes de iniciar um ARA II.,Do not use; assess renal function before starting an ARB.,EMC-UK (MHRA) — SmPC aprovada Valsartana: https://www.medicines.org.uk/emc/product/14212/smpc,EMC-UK (MHRA) — approved Valsartan SmPC: https://www.medicines.org.uk/emc/product/14212/smpc,publicado
digoxina_hipocaliemia,digoxina,hipocaliemia,precaution,moderate,"A hipocaliemia aumenta a sensibilidade do miocárdio à digoxina e o risco de arritmias, incluindo intoxicação digitálica.","Hypokalaemia increases myocardial sensitivity to digoxin and the risk of arrhythmias, including digoxin toxicity.",Corrigir o potássio antes e durante o tratamento; monitorizar o ECG e os níveis de digoxina.,Correct potassium before and during treatment; monitor ECG and digoxin levels.,EMC-UK (MHRA) — SmPC aprovada Digoxina: https://www.medicines.org.uk/emc/product/5463/smpc,EMC-UK (MHRA) — approved Digoxin SmPC: https://www.medicines.org.uk/emc/product/5463/smpc,publicado
amiodarona_doenca_pulmonar_intersticial,amiodarona,doenca_pulmonar_intersticial,contraindication,critical,"A amiodarona pode causar doença pulmonar intersticial ou fibrose pulmonar, por vezes fatal; está contraindicada em doença pulmonar intersticial ativa.","Amiodarone may cause interstitial lung disease or pulmonary fibrosis, sometimes fatal; it is contraindicated in active interstitial lung disease.",Não usar; monitorizar tosse e dispneia e realizar radiografia torácica perante qualquer suspeita.,Do not use; monitor for cough and dyspnoea and obtain a chest X-ray on any suspicion.,EMC-UK (MHRA) — SmPC aprovada Amiodarona: https://www.medicines.org.uk/emc/product/8739/smpc,EMC-UK (MHRA) — approved Amiodarone SmPC: https://www.medicines.org.uk/emc/product/8739/smpc,publicado
furosemida_anuria,furosemida,anuria,contraindication,critical,"A furosemida está contraindicada em doentes com anúria, pois o efeito diurético depende da função renal.",Furosemide is contraindicated in anuria because the diuretic effect depends on renal function.,Não usar em doentes com anúria.,Do not use in patients with anuria.,EMC-UK (MHRA) — SmPC aprovada Furosemida: https://www.medicines.org.uk/emc/product/2380/smpc,EMC-UK (MHRA) — approved Furosemide SmPC: https://www.medicines.org.uk/emc/product/2380/smpc,publicado
hidroclorotiazida_anuria,hidroclorotiazida,anuria,contraindication,critical,"A hidroclorotiazida está contraindicada em doentes com anúria, pelo risco de acumulação do fármaco.",Hydrochlorothiazide is contraindicated in anuria because of the risk of drug accumulation.,Não usar em doentes com anúria.,Do not use in patients with anuria.,EMC-UK (MHRA) — SmPC aprovada Hidroclorotiazida: https://www.medicines.org.uk/emc/product/11721/smpc,EMC-UK (MHRA) — approved Hydrochlorothiazide SmPC: https://www.medicines.org.uk/emc/product/11721/smpc,publicado
espironolactona_hipercaliemia,espironolactona,hipercaliemia,contraindication,critical,"A espironolactona está contraindicada em doentes com hipercaliemia e em insuficiência renal grave, pelo risco de hipercaliemia potencialmente fatal.",Spironolactone is contraindicated in hyperkalaemia and severe renal impairment because of the risk of potentially fatal hyperkalaemia.,Não usar em doentes com potássio elevado ou função renal gravemente diminuída; monitorizar potássio e creatinina.,Do not use with elevated potassium or severely reduced renal function; monitor potassium and creatinine.,EMC-UK (MHRA) — SmPC aprovada Espironolactona: https://www.medicines.org.uk/emc/product/2898/smpc,EMC-UK (MHRA) — approved Spironolactone SmPC: https://www.medicines.org.uk/emc/product/2898/smpc,publicado
captopril_angioedema_previo,captopril,angioedema_previo,contraindication,critical,O captopril está contraindicado em doentes com antecedentes de angioedema associado a IECA.,Captopril is contraindicated in previous ACE-inhibitor-associated angioedema.,Não usar em doentes com antecedentes de angioedema; usar alternativa de outra classe.,Do not use in patients with a history of angioedema; use an alternative class.,EMC-UK (MHRA) — SmPC aprovada Captopril: https://www.medicines.org.uk/emc/product/5250/smpc,EMC-UK (MHRA) — approved Captopril SmPC: https://www.medicines.org.uk/emc/product/5250/smpc,publicado
enalapril_angioedema_previo,enalapril,angioedema_previo,contraindication,critical,O enalapril está contraindicado em doentes com antecedentes de angioedema associado a IECA ou angioedema hereditário/idiopático.,Enalapril is contraindicated in previous ACE-inhibitor-associated angioedema or hereditary/idiopathic angioedema.,Não usar em doentes com antecedentes de angioedema.,Do not use in patients with a history of angioedema.,EMC-UK (MHRA) — SmPC aprovada Enalapril: https://www.medicines.org.uk/emc/product/15458/smpc,EMC-UK (MHRA) — approved Enalapril SmPC: https://www.medicines.org.uk/emc/product/15458/smpc,publicado
losartano_angioedema_previo,losartano,angioedema_previo,contraindication,critical,O losartano está contraindicado em doentes com antecedentes de angioedema associado a ARA II ou angioedema hereditário.,Losartan is contraindicated in previous ARB-associated angioedema or hereditary angioedema.,Não usar em doentes com antecedentes de angioedema.,Do not use in patients with a history of angioedema.,EMC-UK (MHRA) — SmPC aprovada Losartano: https://www.medicines.org.uk/emc/product/7783/smpc,EMC-UK (MHRA) — approved Losartan SmPC: https://www.medicines.org.uk/emc/product/7783/smpc,publicado
losartano_estenose_arteria_renal,losartano,estenose_arteria_renal,contraindication,critical,"O losartano está contraindicado em estenose bilateral das artérias renais (ou estenose em rim único funcionante), pelo risco de insuficiência renal aguda.",Losartan is contraindicated in bilateral renal artery stenosis (or stenosis in a single functioning kidney) because of the risk of acute renal failure.,Não usar; avaliar a função renal antes de iniciar um ARA II.,Do not use; assess renal function before starting an ARB.,EMC-UK (MHRA) — SmPC aprovada Losartano: https://www.medicines.org.uk/emc/product/7783/smpc,EMC-UK (MHRA) — approved Losartan SmPC: https://www.medicines.org.uk/emc/product/7783/smpc,publicado
apixabano_hemorragia_ativa,apixabano,hemorragia_ativa,contraindication,critical,O apixabano é um anticoagulante e está contraindicado em hemorragia ativa clinicamente significativa.,Apixaban is an anticoagulant and is contraindicated in clinically significant active bleeding.,Não usar em doentes com hemorragia ativa; procurar a causa e tratar a hemorragia.,Do not use in patients with active bleeding; investigate the cause and treat the bleeding.,EMC-UK (MHRA) — SmPC aprovada Apixabano: https://www.medicines.org.uk/emc/product/102130/smpc,EMC-UK (MHRA) — approved Apixaban SmPC: https://www.medicines.org.uk/emc/product/102130/smpc,publicado
apixabano_insuficiencia_hepatica_grave,apixabano,insuficiencia_hepatica_grave,contraindication,critical,"O apixabano está contraindicado em insuficiência hepática grave, pela alteração da coagulação e do metabolismo do fármaco.",Apixaban is contraindicated in severe hepatic impairment because of altered coagulation and drug metabolism.,Não usar em Child-Pugh C; avaliar a função hepática antes de iniciar.,Do not use in Child-Pugh C; assess liver function before starting.,EMC-UK (MHRA) — SmPC aprovada Apixabano: https://www.medicines.org.uk/emc/product/102130/smpc,EMC-UK (MHRA) — approved Apixaban SmPC: https://www.medicines.org.uk/emc/product/102130/smpc,publicado
rivaroxabano_hemorragia_ativa,rivaroxabano,hemorragia_ativa,contraindication,critical,O rivaroxabano está contraindicado em hemorragia ativa clinicamente significativa.,Rivaroxaban is contraindicated in clinically significant active bleeding.,Não usar em doentes com hemorragia ativa.,Do not use in patients with active bleeding.,EMC-UK (MHRA) — SmPC aprovada Rivaroxabano: https://www.medicines.org.uk/emc/product/100864/smpc,EMC-UK (MHRA) — approved Rivaroxaban SmPC: https://www.medicines.org.uk/emc/product/100864/smpc,publicado
rivaroxabano_insuficiencia_hepatica_grave,rivaroxabano,insuficiencia_hepatica_grave,contraindication,critical,O rivaroxabano está contraindicado em doença hepática com coagulopatia e risco hemorrágico clinicamente relevante.,Rivaroxaban is contraindicated in hepatic disease with coagulopathy and a clinically relevant bleeding risk.,Não usar em Child-Pugh C ou coagulopatia associada.,Do not use in Child-Pugh C or associated coagulopathy.,EMC-UK (MHRA) — SmPC aprovada Rivaroxabano: https://www.medicines.org.uk/emc/product/100864/smpc,EMC-UK (MHRA) — approved Rivaroxaban SmPC: https://www.medicines.org.uk/emc/product/100864/smpc,publicado
